SSDSE-A-2022,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J250302
R18210,ïüà‰åß,ç‚à‰és,88481,42719,45762,86348,41736,44612,11535,5878,5657,50701,25321,25380,25434,11135,14299,12916,5097,7819,1409,568,971,1829,2010,31067,31008,86873,17475,7316,7533,3773,2716,317,120,20967,13602,3754,29,8,0,448,651,7,37,106,930,41,72,115,376,330,95,200,36,273,34682,274,56,0,2674,10661,162,825,1677,6702,481,445,668,2523,1246,253,3530,624,1881,2042,539,90.8,6.3,47368637,12639713,45834125,13930908,2658852,5264629,26180,12,74,19,351,5033,5,193,2575,0,0,0,0,3,1611,46022,24404,21618,1581,1004,577,25055,9222,15833,1739,15592,28591,26,4,91552,2382,749,304,11,4,47,24,77,31,122,33
R18322,ïüà‰åß,âiïΩéõí¨,18965,9231,9734,18546,9033,9513,2127,1064,1063,10848,5485,5363,5640,2471,3169,3014,1145,1869,236,104,241,496,467,7285,7163,18555,3314,2411,1598,742,554,56,22,9443,2574,797,13,0,1,106,142,2,3,17,174,7,47,22,69,68,25,36,11,54,9454,334,0,8,620,1312,92,20,254,922,62,88,74,364,143,2643,2124,94,300,499,265,95.6,7.5,8898228,2064263,8624219,2682531,997614,1139193,0,3,56,7,91,941,3,54,497,0,0,0,0,0,0,9955,5316,4639,301,195,106,5902,2293,3609,295,2611,6877,8,3,18469,432,152,56,1,1,11,7,418,19,88,8
R18382,ïüà‰åß,írìcí¨,2423,1196,1227,2409,1183,1226,195,103,92,1150,620,530,1078,473,605,660,253,407,14,17,55,51,80,948,945,2374,425,310,300,150,167,10,3,19465,1623,143,9,1,0,24,27,0,1,2,28,1,0,4,14,10,1,5,4,12,856,94,2,0,128,210,0,1,11,116,4,0,4,94,14,1,117,40,20,162,157,82.6,5.3,3489178,254478,3110717,403587,347167,266042,5850,0,0,1,12,69,1,13,47,0,0,0,0,0,0,1304,721,583,21,13,8,884,349,535,124,458,719,1,1,2541,343,25,11,0,0,3,1,3,1,0,1
R18404,ïüà‰åß,ìÏâzëOí¨,10002,4804,5198,9945,4781,5164,1163,626,537,5072,2582,2490,3767,1596,2171,2087,748,1339,57,58,164,136,258,3266,3257,9686,1698,659,967,499,439,39,12,34369,3140,399,14,3,2,64,38,0,1,6,94,4,2,13,62,30,10,23,10,23,2657,178,49,35,309,594,0,32,49,411,24,2,26,304,74,15,377,72,106,344,394,90,7.8,8512503,1350054,8075619,1835124,1170356,771934,17061,0,0,4,55,490,3,35,262,0,0,0,0,0,0,5088,2712,2376,220,158,62,3444,1259,2185,291,1803,2963,10,3,10551,140,90,36,0,0,8,2,9,3,3,4
R18423,ïüà‰åß,âzëOí¨,20118,9725,10393,19943,9616,10327,2327,1175,1152,10595,5397,5198,7177,3138,4039,3709,1376,2333,174,102,317,327,478,6581,6566,19377,3638,1282,1954,926,757,77,33,15315,3940,1076,11,3,0,173,203,0,1,15,249,13,10,15,132,73,24,49,14,91,6957,126,49,0,635,2224,0,4,94,1353,93,27,36,687,160,45,1098,112,214,717,445,98.7,9.1,14356348,2354749,13626076,3519840,1248219,1666394,67904,0,0,8,107,1056,4,63,551,0,0,0,0,1,342,10351,5591,4760,351,226,125,6733,2536,4197,682,3667,5915,5,4,21361,1097,216,63,2,2,10,6,15,8,22,12
R18442,ïüà‰åß,î¸ïlí¨,9179,4610,4569,9062,4567,4495,997,536,461,4816,2630,2186,3294,1400,1894,1720,635,1085,70,64,142,309,320,3745,3738,9004,1908,1234,1037,553,502,35,10,15235,2532,571,11,5,0,94,32,7,3,11,118,7,8,21,100,41,10,32,8,63,5012,90,30,0,1036,289,1014,24,107,552,41,29,171,429,117,83,334,78,588,294,266,92.7,9.2,10188560,2782899,9415838,2010247,1222223,833121,0,0,0,3,41,391,1,24,193,0,0,0,0,0,0,4921,2888,2033,141,95,46,2924,988,1936,326,1050,3497,7,1,9377,1502,94,31,0,0,10,3,6,3,2,3
R18481,ïüà‰åß,çÇïlí¨,10326,5424,4902,10119,5344,4775,1201,620,581,5571,3111,2460,3285,1449,1836,1740,671,1069,144,73,128,262,379,4500,4491,10149,2256,1738,1056,546,567,33,15,7240,1904,567,5,0,0,96,28,1,1,10,102,5,11,14,152,48,15,17,12,50,4826,94,0,0,1200,358,491,0,103,561,48,17,72,656,152,54,324,96,600,254,282,94.3,7.6,11529165,3929817,10579178,1934693,2440015,837356,6981,0,0,5,51,499,2,32,269,0,0,0,0,0,0,5554,3332,2222,112,74,38,2808,960,1848,333,1429,3586,4,1,10418,311,84,55,1,1,7,2,13,3,14,3
R18483,ïüà‰åß,Ç®Ç®Ç¢í¨,7910,3968,3942,7834,3957,3877,1088,536,552,4241,2316,1925,2548,1088,1460,1369,498,871,68,71,80,194,236,3165,3161,7798,1703,999,801,420,384,35,8,21219,2549,478,10,3,0,108,24,2,1,6,78,4,6,12,87,45,16,24,6,46,4277,74,35,0,1261,293,523,2,90,351,26,41,246,335,140,85,294,39,442,351,314,90.8,1.2,10443282,4263677,9961884,1760537,869046,1338559,95431,1,0,4,55,490,2,28,216,0,0,0,0,0,0,4252,2489,1763,80,45,35,2305,792,1513,366,1051,2758,4,2,8253,32,67,28,0,0,7,3,6,2,4,4
R18501,ïüà‰åß,é·ã∑í¨,14003,6702,7301,13894,6640,7254,1728,861,867,7127,3621,3506,5104,2191,2913,2872,1083,1789,85,97,235,255,368,4830,4819,13510,2653,1037,1414,725,582,40,12,17849,5090,750,25,1,0,109,61,0,1,15,170,11,5,18,160,59,13,35,11,56,5684,282,9,0,562,1730,0,4,149,833,59,13,66,779,209,17,672,94,206,743,455,90.8,15.5,10751833,1817334,10162379,2231065,812941,829900,2600,0,0,10,107,770,2,46,407,0,0,0,0,1,458,7230,3957,3273,189,127,62,4662,1652,3010,653,1901,4654,8,2,14719,425,149,53,1,1,10,3,19,5,14,9
R19201,éRóúåß,çbï{és,189591,92850,96741,180962,88457,92505,21391,10917,10474,108390,55747,52643,54487,22908,31579,30262,11514,18748,4743,1267,2324,6945,6748,87019,86821,182873,45453,35370,19108,10014,11646,874,331,21247,7653,11031,13,0,1,763,802,7,132,131,2920,274,767,570,1527,1000,400,865,57,802,100001,132,0,1,6172,10536,388,2176,3805,21258,4988,2644,3009,9894,3873,5589,14444,356,10736,1115,973,97.7,6.8,76278411,29242667,75561355,32584445,10216401,6016998,5472,24,1656,30,640,9360,18,395,5375,0,0,0,0,13,9347,88125,48119,40006,3391,2106,1285,56102,20686,35416,2107,19302,63396,9,2,187913,792,1972,1322,32,11,222,137,661,204,622,46
R19202,éRóúåß,ïxémãgìcés,46530,22645,23885,44903,21869,23034,5088,2576,2512,26184,13169,13015,14006,6201,7805,7384,2941,4443,437,310,561,1404,1566,18337,18311,45433,10450,5214,4890,2471,1962,182,64,12174,1805,3347,5,3,0,434,591,5,21,40,724,60,112,106,537,265,78,192,8,166,24877,24,18,0,2172,5552,172,459,590,4368,664,374,463,3652,1596,692,2014,313,1754,110,681,82.9,7.9,25951901,6729655,25107444,6205352,3391489,2040852,19623,4,495,8,171,2266,5,107,1238,0,0,0,0,4,1929,23068,12600,10468,1208,801,407,13551,4759,8792,252,8116,14554,0,1,48687,7129,553,456,8,1,50,32,98,37,103,8
R19204,éRóúåß,ìsóØés,31016,14949,16067,30122,14542,15580,3133,1607,1526,18015,8917,9098,8772,3913,4859,4538,1846,2692,517,183,355,1052,1163,14044,14027,30413,6416,6079,3023,1507,1327,113,39,16163,2533,1971,11,1,1,201,362,0,10,38,382,23,163,69,222,170,69,116,12,121,14441,71,3,17,1072,3655,0,32,674,2720,212,281,370,1214,927,759,1444,163,827,179,833,88.8,11.4,14340898,3904974,13785391,4059260,1154506,2875013,42563,2,183,8,123,1327,3,64,745,0,0,0,0,1,575,14489,7826,6663,643,386,257,9439,3470,5969,230,4890,9169,1,1,30290,650,299,185,7,2,17,13,42,13,45,11
R19205,éRóúåß,éRóúés,33435,16081,17354,33005,15877,17128,3754,1932,1822,18013,8962,9051,11396,5015,6381,6102,2424,3678,185,187,491,827,858,13001,12968,32320,8033,3389,3996,1991,1869,91,52,28980,5286,1393,12,2,3,160,137,1,4,21,343,17,54,34,176,134,41,117,21,116,11176,143,7,15,885,1712,1,41,317,2189,195,135,107,1285,566,207,2659,423,289,1770,462,91.3,11,20327561,4083057,19496013,5480247,3788717,1787163,39049,3,179,9,134,1592,3,77,850,0,0,0,0,2,1182,17034,9030,8004,615,390,225,10145,3731,6414,3102,3249,10482,12,1,34648,278,291,131,3,3,24,15,120,25,101,11
R19206,éRóúåß,ëÂåéés,22512,10924,11588,22208,10779,11429,1657,801,856,11464,5837,5627,9093,4121,4972,4780,1938,2842,170,76,396,430,710,9254,9232,22106,5297,2566,3265,1738,1393,54,32,28025,3706,1285,8,0,0,160,214,5,9,25,258,18,80,36,121,107,44,80,18,102,8074,53,0,0,946,2139,213,32,436,1207,180,153,136,612,352,169,876,103,467,64,866,88.2,16.7,12226058,4630615,11877355,3041739,738161,1384667,101701,4,145,5,89,754,2,47,454,0,0,0,0,1,619,10134,5659,4475,500,346,154,9257,3612,5645,186,3150,6587,81,1,23836,1241,219,102,2,1,22,13,28,17,27,5
R19207,éRóúåß,îBçËés,29067,14500,14567,28547,14264,14283,3164,1654,1510,16909,8806,8103,8906,3982,4924,4432,1822,2610,487,152,333,823,1115,11552,11526,28302,6957,3262,3164,1612,1412,93,44,14369,5111,1370,12,0,1,159,175,3,8,27,311,18,77,38,163,111,37,101,16,113,14388,83,0,1,1025,5912,203,51,363,2158,189,230,170,1061,502,174,1221,299,746,1187,840,89.8,9.4,14747904,5070477,14329262,4071278,1610109,1728628,67866,2,238,5,104,1296,2,54,748,0,0,0,0,2,1256,14881,8355,6526,717,465,252,9380,3477,5903,1320,5032,8471,12,1,29472,430,260,122,3,4,27,14,70,20,94,5
R19208,éRóúåß,ìÏÉAÉãÉvÉXés,69459,34164,35295,68331,33656,34675,9188,4765,4423,40547,20514,20033,19302,8646,10656,9461,3858,5603,971,489,741,1809,1814,26059,26014,68235,17036,5882,7027,3558,2702,261,126,26414,7086,2681,15,0,3,342,332,4,11,94,580,29,129,70,243,257,89,233,31,219,25335,127,0,39,1892,8648,215,67,1444,4585,417,382,263,1372,931,318,3068,461,1106,2244,1310,87.7,4.3,32407735,8776516,30799643,10226069,2269910,3375663,4004,2,206,16,292,3854,8,173,2095,0,0,0,0,2,1055,35813,19579,16234,1275,814,461,19241,6902,12339,3171,11489,20689,8,6,71574,1415,453,192,9,4,34,30,67,38,89,19
R19209,éRóúåß,ñkìmés,44053,21492,22561,43545,21289,22256,4257,2195,2062,22112,11273,10839,17619,7973,9646,9074,3716,5358,506,208,670,1517,1276,18893,18862,42971,11373,5645,6433,3879,3308,127,59,60248,14326,2505,63,1,4,285,233,3,18,52,557,21,84,75,560,164,66,134,38,147,19272,870,3,19,1232,5017,9,39,848,3091,192,282,508,3163,838,312,1792,220,837,2481,2131,89.4,6,28640940,7627112,27360506,6830005,3044223,3344434,562172,0,0,9,157,1888,9,120,1123,0,0,0,0,4,1456,21374,11694,9680,738,481,257,15481,5948,9533,3140,5285,12814,9,8,46809,6099,490,300,2,2,20,21,36,25,52,14
R19210,éRóúåß,çbî„és,75313,37238,38075,73488,36302,37186,9721,4932,4789,42576,21598,20978,19088,8428,10660,9236,3766,5470,965,670,611,2941,2855,31039,30986,73584,18813,9136,7403,3882,3145,365,130,7195,4043,2807,11,0,0,338,227,2,12,41,614,31,285,89,352,290,117,218,18,162,21554,255,0,0,1847,2459,3,566,854,5207,343,574,450,2695,1475,695,2949,266,916,492,868,88.3,7.6,27995309,9015003,26964604,11098669,2343440,2756398,7520,3,149,11,265,4016,6,147,1878,0,0,0,0,2,1112,36417,20084,16333,1589,1035,554,21916,8030,13886,909,10574,24747,7,4,75809,1193,460,306,13,4,67,30,83,34,115,19
R19211,éRóúåß,ìJêÅés,66947,32447,34500,65266,31707,33559,7915,4029,3886,37628,18890,18738,19870,8698,11172,10372,4176,6196,874,460,806,1808,2048,26916,26866,65517,15694,7830,6856,3400,3348,272,113,20192,8372,2903,33,2,0,267,259,2,12,71,705,21,248,71,394,264,67,220,28,239,27012,398,11,0,1585,4680,25,298,1207,5524,213,545,374,4205,1655,277,4346,481,1188,3353,707,91.6,10.8,31479716,8732152,29045729,11049750,2847922,2544553,30158,1,53,14,259,3219,5,134,1656,0,0,0,0,1,782,35265,18852,16413,1208,712,496,16832,5855,10977,5536,7318,21419,6,6,69324,4426,542,290,10,8,38,29,110,39,123,25
R19212,éRóúåß,è„ñÏå¥és,22669,11331,11338,22315,11117,11198,1834,936,898,12395,6472,5923,8254,3805,4449,4287,1744,2543,319,81,324,470,635,9509,9494,22172,5341,3003,2987,1473,1261,47,22,17057,3070,1128,7,1,3,145,220,0,3,25,220,10,131,24,92,87,23,59,22,56,9958,60,29,17,551,3233,0,21,272,1632,135,268,167,581,679,513,1272,243,285,87,859,92,10.5,11139444,3205364,10514520,2780366,1140324,979122,382620,3,140,4,72,796,3,51,468,0,0,0,0,2,1420,10952,6183,4769,633,448,185,8660,3418,5242,183,3594,7083,12,2,23063,1597,187,75,6,1,16,10,31,15,32,3
R19213,éRóúåß,çbèBés,29237,14068,15169,29045,13998,15047,3032,1554,1478,15440,7737,7703,10717,4743,5974,5791,2317,3474,162,125,420,606,785,11152,11135,28515,6885,2655,3659,1840,1681,88,33,26411,5266,1433,21,0,1,189,149,1,8,34,329,12,56,34,187,125,38,88,24,137,10042,172,0,5,1041,1927,4,39,432,2158,177,94,121,935,475,169,1462,291,540,2195,470,91.7,16,16924976,4095837,16399818,4888769,1403493,1348648,4261,1,49,14,167,1338,6,84,771,0,0,0,0,1,310,15416,8247,7169,488,326,162,8695,3097,5598,3615,2826,8556,12,4,31363,3252,271,138,5,2,23,14,39,20,59,12
R19214,éRóúåß,íÜâõés,31216,15509,15707,28809,14351,14458,3512,1761,1751,17372,8825,8547,7548,3416,4132,3497,1446,2051,1646,188,269,1125,1200,13552,13544,30845,7270,4867,2906,1574,1078,123,67,3169,2610,1393,15,0,0,139,113,0,9,59,374,17,146,45,134,119,40,79,11,93,16068,176,0,0,698,3539,0,103,1283,4127,135,266,233,836,413,1056,2045,190,968,620,355,88.8,9,16430706,4737168,14822983,3919469,1537422,3090844,4860,0,0,7,119,1592,3,65,806,0,0,0,0,0,0,14967,8279,6688,717,450,267,8028,2927,5101,836,4993,8917,6,3,30876,489,261,121,8,1,23,14,460,39,136,9
R19346,éRóúåß,ésêÏéOãΩí¨,14700,7164,7536,14467,7050,7417,1418,751,667,7372,3802,3570,5525,2400,3125,3126,1206,1920,213,78,246,311,355,5803,5797,14410,3551,1447,1983,1006,960,30,18,7518,2728,687,3,0,0,95,135,1,1,8,165,9,19,14,57,57,13,41,11,58,4730,17,0,0,442,1737,1,3,222,853,78,33,55,203,176,64,447,219,180,216,634,91.9,9.9,11344483,1700188,11004181,2464807,1134879,2828875,51385,2,142,6,76,618,4,54,383,0,0,0,0,2,546,6946,3866,3080,348,246,102,5486,2028,3458,285,2321,4301,8,2,15757,120,125,47,1,1,9,6,14,7,16,7
R19364,éRóúåß,ëÅêÏí¨,1098,627,471,1091,624,467,72,43,29,573,393,180,451,190,261,287,100,187,7,2,23,44,68,675,504,899,197,274,116,69,165,4,3,36996,1762,78,2,0,3,11,3,2,1,2,9,0,0,0,23,5,1,2,5,9,555,17,0,30,123,8,101,2,17,32,0,0,0,107,30,10,39,16,23,3,84,79.3,2.3,3339691,337887,3007379,286605,566542,212633,61884,0,0,2,15,38,1,10,15,0,0,0,0,0,0,598,426,172,11,3,8,415,154,261,27,238,332,9,0,1043,410,9,5,0,0,7,0,0,0,1,0
R19365,éRóúåß,êgâÑí¨,10663,5226,5437,10562,5164,5398,665,339,326,4898,2631,2267,5065,2224,2841,2998,1133,1865,96,31,255,222,347,4588,4562,10223,2379,1519,1668,843,1008,31,9,30198,5887,786,9,1,7,94,81,1,0,17,214,6,11,15,90,57,10,39,16,118,5162,69,2,59,618,893,2,0,246,882,63,38,113,445,182,68,858,75,549,76,823,77,-2.3,9463298,1377669,8610051,2062495,808647,1124343,144726,1,0,3,40,296,1,18,167,0,0,0,0,3,375,4946,2789,2157,231,170,61,4760,1880,2880,144,1476,3321,15,1,11524,867,188,48,1,3,10,6,17,6,22,6
R19366,éRóúåß,ìÏïîí¨,7156,3496,3660,7097,3457,3640,568,295,273,3464,1829,1635,3124,1372,1752,1645,613,1032,59,23,157,116,178,2819,2812,7042,1509,758,991,510,507,17,9,20087,2539,418,5,0,3,65,48,0,1,10,106,4,6,9,44,36,9,15,8,49,2542,38,0,33,301,813,0,4,78,409,19,8,36,180,225,32,137,56,173,162,692,82.1,2.5,5666769,929275,5098230,1149108,294782,769290,7297,1,23,3,37,244,1,18,155,0,0,0,0,0,0,3489,1982,1507,142,107,35,2956,1112,1844,105,1292,2089,14,2,7685,89,93,34,0,0,9,3,5,3,4,2
R19368,éRóúåß,ïxémêÏí¨,14219,6848,7371,13948,6742,7206,1530,770,760,7635,3937,3698,4929,2082,2847,2739,1016,1723,144,85,237,352,486,5638,5626,13900,3348,1545,1679,794,852,51,27,11200,2008,668,6,1,2,74,73,0,4,16,162,7,16,25,74,73,16,52,13,54,5088,42,5,19,356,1326,0,22,131,1085,91,51,100,470,221,93,784,129,163,184,558,79.6,12.1,9459158,1584233,9001642,2169776,1280481,1228777,97175,2,81,3,58,659,2,39,387,0,0,0,0,1,160,7042,3883,3159,345,234,111,4827,1726,3101,265,2271,4491,13,0,15010,772,139,57,3,2,13,8,24,10,26,6
R19384,éRóúåß,è∫òaí¨,20909,10451,10458,19697,9934,9763,3283,1651,1632,13097,6806,6291,3984,1747,2237,1986,822,1164,692,194,116,1136,1053,9117,9109,20620,4971,3496,1425,729,638,117,33,908,908,1530,2,0,0,139,89,0,10,34,463,21,111,42,268,134,40,73,6,98,18104,40,0,0,1091,5082,0,83,1245,3956,198,324,282,2544,1182,216,900,26,935,162,164,82.3,7.9,8494473,4963901,8106308,2955857,861936,1479818,0,0,0,3,83,1302,1,41,565,0,0,0,0,1,711,10392,5794,4598,503,297,206,4750,1639,3111,243,3170,6950,1,1,20451,253,332,248,5,1,29,16,30,21,68,8
R19422,éRóúåß,ìπéuë∫,1607,811,796,1598,806,792,146,77,69,847,447,400,614,287,327,296,123,173,9,6,24,48,65,613,613,1607,295,164,175,101,97,6,1,7968,499,128,3,0,0,24,18,0,0,0,13,1,0,2,48,9,3,1,1,5,515,14,0,0,115,159,0,0,0,25,1,0,5,140,29,3,11,3,10,22,131,92.9,8.8,2058839,232089,1933214,249826,95231,197183,41489,0,0,1,14,59,1,10,37,0,0,0,0,0,0,885,497,388,19,12,7,548,221,327,89,327,455,3,0,1675,63,12,10,0,0,1,1,1,1,0,1
R19423,éRóúåß,êºåjí¨,4041,1947,2094,4012,1934,2078,443,212,231,2367,1177,1190,1231,558,673,620,245,375,29,26,47,91,148,1484,1483,4037,935,298,451,220,156,15,6,1522,225,186,0,1,0,25,57,0,0,5,44,2,1,4,14,9,1,6,1,16,1176,0,22,0,72,502,0,0,43,341,20,4,7,51,15,2,53,4,40,12,148,81.4,5.2,2375818,439004,2303768,558340,351833,303963,0,0,0,1,18,209,1,12,109,0,0,0,0,0,0,2075,1108,967,129,84,45,1315,499,816,25,862,1184,0,0,4294,180,31,13,1,0,2,2,3,2,3,1
R19424,éRóúåß,îEñÏë∫,9237,5137,4100,8980,5010,3970,1377,712,665,6032,3612,2420,1809,806,1003,806,303,503,238,96,65,517,553,3489,3480,8743,1670,1290,476,227,157,85,20,2505,1153,396,3,0,0,88,62,0,2,5,75,4,5,8,77,26,7,18,2,14,6534,20,0,0,475,4538,0,6,58,453,30,9,37,399,60,16,283,15,135,103,208,79.6,-1.2,5082468,3033323,4693388,1057936,993941,683372,0,1,102,1,37,594,1,21,261,0,0,0,0,0,0,5434,3634,1800,98,59,39,2048,595,1453,76,2853,2395,0,1,9660,126,62,34,0,0,6,3,3,6,2,2
R19425,éRóúåß,éRíÜåŒë∫,5179,2559,2620,5055,2487,2568,606,316,290,2822,1432,1390,1731,801,930,823,350,473,121,32,54,234,200,1969,1966,5080,1061,548,523,310,237,14,7,5305,1436,466,2,0,0,38,13,0,4,8,57,7,25,8,249,21,8,5,3,18,3855,16,0,0,244,161,0,11,142,384,46,110,38,2062,252,45,159,9,176,2,159,77.5,2.4,4550855,2773668,4133358,770064,645433,432057,0,0,0,2,25,221,1,12,134,0,0,0,0,0,0,2750,1503,1247,84,58,26,1574,593,981,36,593,2117,1,1,5820,0,51,48,1,0,2,1,12,1,5,2
R19429,éRóúåß,ñ¬ëÚë∫,2824,1390,1434,2802,1380,1422,329,172,157,1498,755,743,957,443,514,467,192,275,21,13,38,112,108,1056,1054,2763,645,224,330,185,112,8,4,8958,1213,163,2,0,0,31,24,0,1,2,26,2,10,3,22,18,2,8,4,8,1746,18,0,0,102,627,0,7,9,220,9,46,8,173,350,7,97,35,38,77,71,76.8,-2.1,2355887,830435,2118710,467136,132039,225892,0,0,0,1,13,145,0,0,0,0,0,0,0,0,0,1517,822,695,58,38,20,867,330,537,136,449,927,2,0,3168,75,23,6,1,0,2,1,1,1,1,1
R19430,éRóúåß,ïxémâÕå˚åŒí¨,26082,12839,13243,25613,12634,12979,3439,1728,1711,15422,7855,7567,6860,3033,3827,3439,1358,2081,373,198,216,1077,1043,10653,10643,25762,5794,3463,2306,1147,937,110,46,15840,3607,1533,9,1,0,141,110,1,6,20,326,17,72,31,482,114,32,74,10,87,13667,73,9,0,749,2520,6,62,505,2424,171,320,108,3877,869,340,1025,58,551,86,368,78,9.2,13447587,4676476,12446499,3200201,938257,2019779,0,0,0,9,126,1429,4,72,751,0,0,0,0,1,549,13973,7617,6356,616,412,204,6966,2472,4494,326,3933,9689,27,4,26658,491,270,205,6,1,22,15,59,23,51,8
R19442,éRóúåß,è¨êõë∫,684,344,340,676,339,337,68,35,33,306,162,144,310,147,163,165,66,99,8,3,10,39,44,339,339,684,156,142,94,66,82,3,1,5278,346,61,1,0,1,10,5,1,0,1,15,0,0,0,14,6,0,1,2,4,315,8,0,2,65,33,3,0,10,35,0,0,0,59,42,0,10,7,41,9,55,81.4,8.2,1366704,79126,1245121,140149,227768,143340,8102,0,0,1,9,31,1,12,17,0,0,0,0,0,0,337,189,148,3,3,0,274,117,157,27,75,235,9,1,715,0,14,3,0,0,1,0,1,0,0,0
R19443,éRóúåß,íOîgéRë∫,530,272,258,529,272,257,39,20,19,255,142,113,236,110,126,138,57,81,1,1,7,30,23,283,283,530,140,126,93,50,65,1,0,10130,260,40,1,1,0,1,3,1,0,1,7,0,0,0,15,3,0,2,2,3,133,7,12,0,15,6,4,0,2,19,0,0,0,43,3,0,11,7,4,9,73,84.8,6.1,1588046,47285,1499119,180601,152317,101952,16819,0,0,1,8,10,1,10,14,0,0,0,0,0,0,259,155,104,16,12,4,216,85,131,21,43,194,5,0,550,6,7,3,0,0,2,1,1,1,0,0
R20201,í∑ñÏåß,í∑ñÏés,372760,181284,191476,361952,176290,185662,42777,21735,21042,201890,101348,100542,108243,46914,61329,58572,23286,35286,3094,2480,4208,9909,10284,156975,156645,363580,86000,52425,38140,20016,16501,1517,470,83481,30980,19132,113,3,4,1979,1090,22,264,353,4685,362,1979,913,2167,1493,580,1480,139,1505,183710,1888,39,45,14514,21339,1244,5680,9932,38819,6621,5270,5501,16593,7441,4615,26675,2412,15074,5160,6622,91.8,2.8,165740620,58631007,163662918,55828239,17622974,17943653,7594275,23,2804,59,1177,19162,30,842,10173,0,0,0,0,19,10107,185176,100593,84583,6000,3567,2433,105599,37588,68011,9927,39383,128507,58,4,376104,15124,3189,1774,63,23,288,210,937,307,894,84
R20202,í∑ñÏåß,èºñ{és,241145,118271,122874,234020,115245,118775,30107,15507,14600,139128,71247,67881,66647,28806,37841,36797,14517,22280,3425,1608,2599,8739,8545,104934,104707,235083,54831,39707,22649,11457,11012,1109,384,97847,23160,12844,51,0,1,1091,748,10,173,267,3321,237,1154,576,1859,1051,403,967,85,850,119927,619,0,3,7933,14639,450,2349,6718,26691,3394,3366,3779,12827,5025,4011,16257,1640,10226,3787,3369,84.2,4.2,95645111,37323830,92315505,33695791,9407545,12771607,33902,15,1808,32,768,12806,24,524,6476,0,0,0,0,11,7751,118889,64967,53922,4006,2503,1503,68200,24672,43528,6061,26923,82328,36,11,238835,3195,2193,1427,44,13,230,143,1278,240,776,52
R20203,í∑ñÏåß,è„ìcés,154055,75365,78690,149325,73037,76288,18338,9361,8977,86410,44014,42396,47130,20702,26428,25573,10292,15281,3148,973,1911,3720,3825,64296,64116,149825,36591,20782,16520,8555,7485,573,238,55204,15486,7507,51,2,2,720,886,6,67,123,1820,122,521,309,1015,634,187,523,59,458,71860,479,7,5,3893,18837,290,836,1948,13974,1607,1383,1773,7221,2706,1603,9843,1016,4424,2257,3930,90,5.4,71495816,21883946,69265171,22478742,8949999,6810646,1010074,13,1009,25,513,7849,12,335,4254,0,0,0,0,6,5161,75376,41235,34141,2765,1763,1002,47534,17655,29879,3332,24405,45312,257,4,156275,10981,1343,782,24,11,99,76,282,121,392,41
R20204,í∑ñÏåß,â™íJés,47790,23213,24577,47015,22885,24130,5452,2767,2685,25609,13216,12393,16522,7109,9413,9523,3828,5695,723,279,580,1162,1396,19274,19239,46609,11199,5681,5677,2805,2568,177,87,8510,2177,2643,6,1,0,257,573,1,23,24,604,39,165,99,242,205,82,163,21,138,21511,62,1,0,1328,8098,14,154,309,3979,440,408,450,1289,1060,271,2060,212,1376,79,433,89.6,9.7,20184238,6972394,19362435,6944598,1861523,2032859,0,4,144,7,156,2278,4,107,1278,0,0,0,0,3,1557,23563,12997,10566,1036,688,348,16607,6120,10487,344,9673,13404,15,1,49491,1431,431,199,6,3,28,28,93,45,91,15
R20205,í∑ñÏåß,î—ìcés,98164,47280,50884,95551,46162,49389,12373,6388,5985,52701,26314,26387,31987,13914,18073,17888,7117,10771,1995,654,1319,2284,2741,38903,38806,96106,20883,11853,10030,5212,4823,369,136,65866,11401,6036,46,2,3,621,633,13,41,94,1379,103,486,267,824,537,138,429,43,377,48569,459,35,23,4646,10437,283,267,2230,9151,1108,1198,1392,4578,2304,792,6342,484,2840,2053,2449,88.4,8.4,47633941,14020419,45878653,15896941,4390077,5339040,141504,0,0,19,398,5243,9,227,2747,0,0,0,0,5,3367,51531,27428,24103,1386,822,564,28018,10053,17965,4217,15726,30269,48,19,100791,8634,1073,709,9,7,87,60,261,75,217,39
